"","_id","measure_id","measure_name","interval_type","value_type","measure_value","year_to_date_variance","budget_variance","decimal_accuracy","desired_direction","category","data_source_notes","city_perspective_note","year","period_number_in_year","target","note"
"3501",3501,1.23,"Construction Value of Building Permits Issued (Industrial, Commercial & Institutional)","m","c",782063791,0.03,NA,NA,"Up","Development & Construction"," Source: City of Toronto, Toronto Building ","",2023,8,NA,NA
"3502",3502,1.23,"Construction Value of Building Permits Issued (Industrial, Commercial & Institutional)","m","c",1247251443,0.03,NA,NA,"Up","Development & Construction"," Source: City of Toronto, Toronto Building ","",2023,9,NA,NA
"3503",3503,1.23,"Construction Value of Building Permits Issued (Industrial, Commercial & Institutional)","m","c",1247251443,0.03,NA,NA,"Up","Development & Construction"," Source: City of Toronto, Toronto Building ","",2023,10,NA,NA
"3504",3504,1.23,"Construction Value of Building Permits Issued (Industrial, Commercial & Institutional)","m","c",548575274,0.03,NA,NA,"Up","Development & Construction"," Source: City of Toronto, Toronto Building ","",2023,11,NA,NA
"3505",3505,1.23,"Construction Value of Building Permits Issued (Industrial, Commercial & Institutional)","m","c",213164877.1,0.03,NA,NA,"Up","Development & Construction"," Source: City of Toronto, Toronto Building ","",2023,12,NA,NA
"3506",3506,1.23,"Construction Value of Building Permits Issued (Industrial, Commercial & Institutional)","m","c",539580928.9,0.03,NA,NA,"Up","Development & Construction"," Source: City of Toronto, Toronto Building ","",2024,1,NA,NA
"3507",3507,1.23,"Construction Value of Building Permits Issued (Industrial, Commercial & Institutional)","m","c",776084116.8,0.03,NA,NA,"Up","Development & Construction"," Source: City of Toronto, Toronto Building ","",2024,2,NA,NA
"3508",3508,1.23,"Construction Value of Building Permits Issued (Industrial, Commercial & Institutional)","m","c",676166762.5,0.03,NA,NA,"Up","Development & Construction"," Source: City of Toronto, Toronto Building ","",2024,3,NA,NA
"3509",3509,1.23,"Construction Value of Building Permits Issued (Industrial, Commercial & Institutional)","m","c",216832701.9,0.03,NA,NA,"Up","Development & Construction"," Source: City of Toronto, Toronto Building ","",2024,4,NA,NA
"3510",3510,1.23,"Construction Value of Building Permits Issued (Industrial, Commercial & Institutional)","m","c",503151958.3,0.03,NA,NA,"Up","Development & Construction"," Source: City of Toronto, Toronto Building ","",2024,5,NA,NA
"3511",3511,1.23,"Construction Value of Building Permits Issued (Industrial, Commercial & Institutional)","m","c",532473241,0.03,NA,NA,"Up","Development & Construction"," Source: City of Toronto, Toronto Building ","",2024,6,NA,NA
"3512",3512,1.23,"Construction Value of Building Permits Issued (Industrial, Commercial & Institutional)","m","c",427888979.2,0.03,NA,NA,"Up","Development & Construction"," Source: City of Toronto, Toronto Building ","",2024,7,NA,NA
"3513",3513,1.23,"Construction Value of Building Permits Issued (Industrial, Commercial & Institutional)","m","c",790010504.8,0.03,NA,NA,"Up","Development & Construction"," Source: City of Toronto, Toronto Building ","",2024,8,NA,NA
"3514",3514,1.23,"Construction Value of Building Permits Issued (Industrial, Commercial & Institutional)","m","c",196514023.4,0.03,NA,NA,"Up","Development & Construction"," Source: City of Toronto, Toronto Building ","",2024,9,NA,NA
"3515",3515,1.23,"Construction Value of Building Permits Issued (Industrial, Commercial & Institutional)","m","c",358491894.1,0.03,NA,NA,"Up","Development & Construction"," Source: City of Toronto, Toronto Building ","",2024,10,NA,NA
"3516",3516,1.24,"Construction Value of Building Applications Received- Industrial, Commercial & Institutional ","m","c",126400000,0.03,NA,NA,"Up","Development & Construction"," Source: City of Toronto, Toronto Building ","",2007,1,NA,NA
"3517",3517,1.24,"Construction Value of Building Applications Received- Industrial, Commercial & Institutional ","m","c",159200000,0.03,NA,NA,"Up","Development & Construction"," Source: City of Toronto, Toronto Building ","",2007,2,NA,NA
"3518",3518,1.24,"Construction Value of Building Applications Received- Industrial, Commercial & Institutional ","m","c",558700000,0.03,NA,NA,"Up","Development & Construction"," Source: City of Toronto, Toronto Building ","",2007,3,NA,NA
"3519",3519,1.24,"Construction Value of Building Applications Received- Industrial, Commercial & Institutional ","m","c",202400000,0.03,NA,NA,"Up","Development & Construction"," Source: City of Toronto, Toronto Building ","",2007,4,NA,NA
"3520",3520,1.24,"Construction Value of Building Applications Received- Industrial, Commercial & Institutional ","m","c",394900000,0.03,NA,NA,"Up","Development & Construction"," Source: City of Toronto, Toronto Building ","",2007,5,NA,NA
"3521",3521,1.24,"Construction Value of Building Applications Received- Industrial, Commercial & Institutional ","m","c",766900000,0.03,NA,NA,"Up","Development & Construction"," Source: City of Toronto, Toronto Building ","",2007,6,NA,NA
"3522",3522,1.24,"Construction Value of Building Applications Received- Industrial, Commercial & Institutional ","m","c",1.76e+08,0.03,NA,NA,"Up","Development & Construction"," Source: City of Toronto, Toronto Building ","",2007,7,NA,NA
"3523",3523,1.24,"Construction Value of Building Applications Received- Industrial, Commercial & Institutional ","m","c",281100000,0.03,NA,NA,"Up","Development & Construction"," Source: City of Toronto, Toronto Building ","",2007,8,NA,NA
"3524",3524,1.24,"Construction Value of Building Applications Received- Industrial, Commercial & Institutional ","m","c",367100000,0.03,NA,NA,"Up","Development & Construction"," Source: City of Toronto, Toronto Building ","",2007,9,NA,NA
"3525",3525,1.24,"Construction Value of Building Applications Received- Industrial, Commercial & Institutional ","m","c",86800000,0.03,NA,NA,"Up","Development & Construction"," Source: City of Toronto, Toronto Building ","",2007,10,NA,NA
"3526",3526,1.24,"Construction Value of Building Applications Received- Industrial, Commercial & Institutional ","m","c",245900000,0.03,NA,NA,"Up","Development & Construction"," Source: City of Toronto, Toronto Building ","",2007,11,NA,NA
"3527",3527,1.24,"Construction Value of Building Applications Received- Industrial, Commercial & Institutional ","m","c",521200000,0.03,NA,NA,"Up","Development & Construction"," Source: City of Toronto, Toronto Building ","",2007,12,NA,NA
"3528",3528,1.24,"Construction Value of Building Applications Received- Industrial, Commercial & Institutional ","m","c",1.49e+08,0.03,NA,NA,"Up","Development & Construction"," Source: City of Toronto, Toronto Building ","",2008,1,NA,NA
"3529",3529,1.24,"Construction Value of Building Applications Received- Industrial, Commercial & Institutional ","m","c",212900000,0.03,NA,NA,"Up","Development & Construction"," Source: City of Toronto, Toronto Building ","",2008,2,NA,NA
"3530",3530,1.24,"Construction Value of Building Applications Received- Industrial, Commercial & Institutional ","m","c",271400000,0.03,NA,NA,"Up","Development & Construction"," Source: City of Toronto, Toronto Building ","",2008,3,NA,NA
"3531",3531,1.24,"Construction Value of Building Applications Received- Industrial, Commercial & Institutional ","m","c",193400000,0.03,NA,NA,"Up","Development & Construction"," Source: City of Toronto, Toronto Building ","",2008,4,NA,NA
"3532",3532,1.24,"Construction Value of Building Applications Received- Industrial, Commercial & Institutional ","m","c",3.42e+08,0.03,NA,NA,"Up","Development & Construction"," Source: City of Toronto, Toronto Building ","",2008,5,NA,NA
"3533",3533,1.24,"Construction Value of Building Applications Received- Industrial, Commercial & Institutional ","m","c",531400000,0.03,NA,NA,"Up","Development & Construction"," Source: City of Toronto, Toronto Building ","",2008,6,NA,NA
"3534",3534,1.24,"Construction Value of Building Applications Received- Industrial, Commercial & Institutional ","m","c",445100000,0.03,NA,NA,"Up","Development & Construction"," Source: City of Toronto, Toronto Building ","",2008,7,NA,NA
"3535",3535,1.24,"Construction Value of Building Applications Received- Industrial, Commercial & Institutional ","m","c",430100000,0.03,NA,NA,"Up","Development & Construction"," Source: City of Toronto, Toronto Building ","",2008,8,NA,NA
"3536",3536,1.24,"Construction Value of Building Applications Received- Industrial, Commercial & Institutional ","m","c",269300000,0.03,NA,NA,"Up","Development & Construction"," Source: City of Toronto, Toronto Building ","",2008,9,NA,NA
"3537",3537,1.24,"Construction Value of Building Applications Received- Industrial, Commercial & Institutional ","m","c",123100000,0.03,NA,NA,"Up","Development & Construction"," Source: City of Toronto, Toronto Building ","",2008,10,NA,NA
"3538",3538,1.24,"Construction Value of Building Applications Received- Industrial, Commercial & Institutional ","m","c",108400000,0.03,NA,NA,"Up","Development & Construction"," Source: City of Toronto, Toronto Building ","",2008,11,NA,NA
"3539",3539,1.24,"Construction Value of Building Applications Received- Industrial, Commercial & Institutional ","m","c",168800000,0.03,NA,NA,"Up","Development & Construction"," Source: City of Toronto, Toronto Building ","",2008,12,NA,NA
"3540",3540,1.24,"Construction Value of Building Applications Received- Industrial, Commercial & Institutional ","m","c",105900000,0.03,NA,NA,"Up","Development & Construction"," Source: City of Toronto, Toronto Building ","",2009,1,NA,NA
"3541",3541,1.24,"Construction Value of Building Applications Received- Industrial, Commercial & Institutional ","m","c",156779000,0.03,NA,NA,"Up","Development & Construction"," Source: City of Toronto, Toronto Building ","",2009,2,NA,NA
"3542",3542,1.24,"Construction Value of Building Applications Received- Industrial, Commercial & Institutional ","m","c",120400000,0.03,NA,NA,"Up","Development & Construction"," Source: City of Toronto, Toronto Building ","",2009,3,NA,NA
"3543",3543,1.24,"Construction Value of Building Applications Received- Industrial, Commercial & Institutional ","m","c",134800000,0.03,NA,NA,"Up","Development & Construction"," Source: City of Toronto, Toronto Building ","",2009,4,NA,NA
"3544",3544,1.24,"Construction Value of Building Applications Received- Industrial, Commercial & Institutional ","m","c",122700000,0.03,NA,NA,"Up","Development & Construction"," Source: City of Toronto, Toronto Building ","",2009,5,NA,NA
"3545",3545,1.24,"Construction Value of Building Applications Received- Industrial, Commercial & Institutional ","m","c",241800000,0.03,NA,NA,"Up","Development & Construction"," Source: City of Toronto, Toronto Building ","",2009,6,NA,NA
"3546",3546,1.24,"Construction Value of Building Applications Received- Industrial, Commercial & Institutional ","m","c",29800000,0.03,NA,NA,"Up","Development & Construction"," Source: City of Toronto, Toronto Building ","",2009,7,NA,NA
"3547",3547,1.24,"Construction Value of Building Applications Received- Industrial, Commercial & Institutional ","m","c",283300000,0.03,NA,NA,"Up","Development & Construction"," Source: City of Toronto, Toronto Building ","",2009,8,NA,NA
"3548",3548,1.24,"Construction Value of Building Applications Received- Industrial, Commercial & Institutional ","m","c",448300000,0.03,NA,NA,"Up","Development & Construction"," Source: City of Toronto, Toronto Building ","",2009,9,NA,NA
"3549",3549,1.24,"Construction Value of Building Applications Received- Industrial, Commercial & Institutional ","m","c",766300000,0.03,NA,NA,"Up","Development & Construction"," Source: City of Toronto, Toronto Building ","",2009,10,NA,NA
"3550",3550,1.24,"Construction Value of Building Applications Received- Industrial, Commercial & Institutional ","m","c",142500000,0.03,NA,NA,"Up","Development & Construction"," Source: City of Toronto, Toronto Building ","",2009,11,NA,NA
"3551",3551,1.24,"Construction Value of Building Applications Received- Industrial, Commercial & Institutional ","m","c",1.398e+09,0.03,NA,NA,"Up","Development & Construction"," Source: City of Toronto, Toronto Building ","",2009,12,NA,NA
"3552",3552,1.24,"Construction Value of Building Applications Received- Industrial, Commercial & Institutional ","m","c",263600000,0.03,NA,NA,"Up","Development & Construction"," Source: City of Toronto, Toronto Building ","",2010,1,NA,NA
"3553",3553,1.24,"Construction Value of Building Applications Received- Industrial, Commercial & Institutional ","m","c",474014000,0.03,NA,NA,"Up","Development & Construction"," Source: City of Toronto, Toronto Building ","",2010,2,NA,NA
"3554",3554,1.24,"Construction Value of Building Applications Received- Industrial, Commercial & Institutional ","m","c",973400000,0.03,NA,NA,"Up","Development & Construction"," Source: City of Toronto, Toronto Building ","",2010,3,NA,NA
"3555",3555,1.24,"Construction Value of Building Applications Received- Industrial, Commercial & Institutional ","m","c",569200000,0.03,NA,NA,"Up","Development & Construction"," Source: City of Toronto, Toronto Building ","",2010,4,NA,NA
"3556",3556,1.24,"Construction Value of Building Applications Received- Industrial, Commercial & Institutional ","m","c",745400000,0.03,NA,NA,"Up","Development & Construction"," Source: City of Toronto, Toronto Building ","",2010,5,NA,NA
"3557",3557,1.24,"Construction Value of Building Applications Received- Industrial, Commercial & Institutional ","m","c",364100000,0.03,NA,NA,"Up","Development & Construction"," Source: City of Toronto, Toronto Building ","",2010,6,NA,NA
"3558",3558,1.24,"Construction Value of Building Applications Received- Industrial, Commercial & Institutional ","m","c",805300000,0.03,NA,NA,"Up","Development & Construction"," Source: City of Toronto, Toronto Building ","",2010,7,NA,NA
